video_filename,analysis_mode,event_id,clip_path,duration_seconds,predicted_confidence_score,predicted_primary_limb,predicted_category,average_visibility_score_mean,pose_lost_frame_count,pose_lost_ratio,corrected_category,corrected_strike_type,coarse_strike_type,left_wrist_max_speed,left_wrist_mean_speed,left_wrist_total_distance,left_wrist_x_displacement,left_wrist_y_displacement,left_wrist_max_x,left_wrist_min_x,left_wrist_max_y,left_wrist_min_y,left_wrist_range_x,left_wrist_range_y,right_wrist_max_speed,right_wrist_mean_speed,right_wrist_total_distance,right_wrist_x_displacement,right_wrist_y_displacement,right_wrist_max_x,right_wrist_min_x,right_wrist_max_y,right_wrist_min_y,right_wrist_range_x,right_wrist_range_y,left_elbow_max_speed,left_elbow_mean_speed,left_elbow_total_distance,left_elbow_x_displacement,left_elbow_y_displacement,left_elbow_max_x,left_elbow_min_x,left_elbow_max_y,left_elbow_min_y,left_elbow_range_x,left_elbow_range_y,right_elbow_max_speed,right_elbow_mean_speed,right_elbow_total_distance,right_elbow_x_displacement,right_elbow_y_displacement,right_elbow_max_x,right_elbow_min_x,right_elbow_max_y,right_elbow_min_y,right_elbow_range_x,right_elbow_range_y,left_ankle_max_speed,left_ankle_mean_speed,left_ankle_total_distance,left_ankle_x_displacement,left_ankle_y_displacement,left_ankle_max_x,left_ankle_min_x,left_ankle_max_y,left_ankle_min_y,left_ankle_range_x,left_ankle_range_y,right_ankle_max_speed,right_ankle_mean_speed,right_ankle_total_distance,right_ankle_x_displacement,right_ankle_y_displacement,right_ankle_max_x,right_ankle_min_x,right_ankle_max_y,right_ankle_min_y,right_ankle_range_x,right_ankle_range_y,left_knee_max_speed,left_knee_mean_speed,left_knee_total_distance,left_knee_x_displacement,left_knee_y_displacement,left_knee_max_x,left_knee_min_x,left_knee_max_y,left_knee_min_y,left_knee_range_x,left_knee_range_y,right_knee_max_speed,right_knee_mean_speed,right_knee_total_distance,right_knee_x_displacement,right_knee_y_displacement,right_knee_max_x,right_knee_min_x,right_knee_max_y,right_knee_min_y,right_knee_range_x,right_knee_range_y,left_hip_max_speed,left_hip_mean_speed,left_hip_total_distance,left_hip_x_displacement,left_hip_y_displacement,left_hip_max_x,left_hip_min_x,left_hip_max_y,left_hip_min_y,left_hip_range_x,left_hip_range_y,right_hip_max_speed,right_hip_mean_speed,right_hip_total_distance,right_hip_x_displacement,right_hip_y_displacement,right_hip_max_x,right_hip_min_x,right_hip_max_y,right_hip_min_y,right_hip_range_x,right_hip_range_y,left_shoulder_max_speed,left_shoulder_mean_speed,left_shoulder_total_distance,left_shoulder_x_displacement,left_shoulder_y_displacement,left_shoulder_max_x,left_shoulder_min_x,left_shoulder_max_y,left_shoulder_min_y,left_shoulder_range_x,left_shoulder_range_y,right_shoulder_max_speed,right_shoulder_mean_speed,right_shoulder_total_distance,right_shoulder_x_displacement,right_shoulder_y_displacement,right_shoulder_max_x,right_shoulder_min_x,right_shoulder_max_y,right_shoulder_min_y,right_shoulder_range_x,right_shoulder_range_y
Kicking Session with Spin and Backkick.mp4,single_athlete_training,14,data\processed\clips\Kicking Session with Spin and Backkick\event_014_kick_candidate_left_ankle_t62p79.mp4,0.2,0.8072,left_ankle,kick_candidate,0.85365,0,0.0,kick,spinninghook_kick,spinning_kicks,0.669854,0.38128,0.304957,-0.089606,0.056613,0.74947,0.64795,0.711098,0.544348,0.101519,0.16675,0.473101,0.285709,0.228528,-0.070674,0.05964,0.69513,0.624456,0.681934,0.549233,0.070674,0.132701,0.629707,0.299137,0.239247,-0.097744,0.043939,0.777927,0.643133,0.689902,0.595851,0.134794,0.094051,0.332842,0.235944,0.188725,-0.110656,0.046354,0.715344,0.604688,0.682556,0.587134,0.110656,0.095422,0.85029,0.370801,0.296556,-0.166164,-0.079285,0.784439,0.618275,0.953191,0.836235,0.166164,0.116955,1.800201,0.571061,0.456838,-0.265618,-0.319561,0.750214,0.484597,0.934738,0.615176,0.265618,0.319561,0.403303,0.244545,0.195595,-0.081537,-0.108372,0.714534,0.632997,0.841145,0.732773,0.081537,0.108372,0.962125,0.32304,0.258422,-0.150411,-0.186748,0.718541,0.56813,0.825574,0.6313,0.150411,0.194274,0.46353,0.205718,0.164545,-0.11029,-0.056755,0.773785,0.660405,0.753616,0.679019,0.11338,0.074596,0.426058,0.196092,0.156856,-0.131756,-0.060847,0.757896,0.626141,0.753438,0.681854,0.131756,0.071584,0.370471,0.210513,0.168376,-0.065517,0.068408,0.754748,0.661366,0.628699,0.560045,0.093382,0.068655,0.254585,0.152942,0.122339,-0.09218,0.047329,0.726608,0.634428,0.613918,0.565834,0.09218,0.048083
Kicking Session with Spin and Backkick.mp4,single_athlete_training,17,data\processed\clips\Kicking Session with Spin and Backkick\event_017_kick_candidate_left_ankle_t71p79.mp4,0.2,0.6782,left_ankle,kick_candidate,0.6868,0,0.0,kick,spinninghook_kick,spinning_kicks,0.234563,0.112451,0.089935,-0.023166,-0.012423,0.504705,0.466406,0.609992,0.570518,0.038299,0.039474,0.20842,0.077755,0.062181,-0.017794,-0.0526,0.492058,0.467928,0.592714,0.540114,0.024129,0.0526,0.097708,0.043767,0.035002,-0.007504,-0.008176,0.472883,0.453362,0.589748,0.580719,0.019521,0.009029,0.122369,0.052015,0.041596,-0.012661,-0.022555,0.464389,0.445814,0.591597,0.563864,0.018576,0.027733,0.949757,0.359428,0.287417,-0.05285,0.207407,0.506448,0.44256,0.917564,0.710157,0.063888,0.207407,0.136495,0.048482,0.038767,0.023406,0.024932,0.437579,0.414172,0.928369,0.903436,0.023406,0.024932,0.634873,0.242552,0.193958,-0.016946,0.141101,0.490877,0.460468,0.79944,0.65834,0.030409,0.141101,0.094026,0.034828,0.027852,0.003139,0.011854,0.448649,0.444707,0.81645,0.798072,0.003942,0.018378,0.101723,0.046725,0.037367,0.005072,0.017131,0.455128,0.449505,0.689031,0.668752,0.005624,0.020279,0.068401,0.034451,0.027554,-0.001028,-0.000207,0.448608,0.443966,0.686576,0.673494,0.004643,0.013081,0.017851,0.006096,0.004876,0.003033,0.002035,0.456375,0.452729,0.52122,0.519132,0.003646,0.002087,0.058304,0.017525,0.014019,-0.008947,-0.00346,0.45389,0.443046,0.514493,0.509868,0.010844,0.004625
Kicking Session with Spin and Backkick.mp4,single_athlete_training,18,data\processed\clips\Kicking Session with Spin and Backkick\event_018_kick_candidate_left_ankle_t72p39.mp4,0.3999,0.9157,left_ankle,kick_candidate,0.6669,0,0.0,kick,spinninghook_kick,spinning_kicks,0.173933,0.074048,0.074044,0.01064,0.00695,0.492179,0.480397,0.605305,0.570518,0.011782,0.034787,0.340645,0.180429,0.180395,0.029765,0.037875,0.504029,0.464728,0.577989,0.481504,0.039301,0.096485,0.052861,0.023694,0.023693,-0.002172,0.009642,0.465379,0.463186,0.591215,0.580642,0.002194,0.010572,0.220928,0.11455,0.114533,0.016248,0.012743,0.467976,0.446035,0.581785,0.521379,0.021941,0.060406,1.109868,0.419617,0.419589,-0.022797,-0.046988,0.518028,0.4308,0.917564,0.705147,0.087228,0.212417,0.117064,0.064292,0.064291,-0.014716,-0.007629,0.437579,0.418216,0.928369,0.900404,0.019363,0.027965,0.612197,0.227323,0.227309,-0.015736,-0.021606,0.49079,0.458195,0.79944,0.678167,0.032595,0.121273,0.105945,0.053134,0.053132,-0.000185,-0.003856,0.448746,0.44339,0.81645,0.790616,0.005356,0.025834,0.073116,0.020701,0.0207,-0.004254,-0.01123,0.455128,0.450874,0.689031,0.67441,0.004254,0.01462,0.032802,0.01115,0.011149,-0.00088,-0.006862,0.44758,0.446502,0.686369,0.677431,0.001078,0.008937,0.008277,0.004038,0.004037,-0.003232,0.000448,0.456375,0.453143,0.521682,0.520859,0.003232,0.000823,0.014443,0.008917,0.008916,0.007984,-0.001336,0.452926,0.444942,0.511033,0.508899,0.007984,0.002134
Kicking Session with Spin and Backkick.mp4,single_athlete_training,21,data\processed\clips\Kicking Session with Spin and Backkick\event_021_punch_candidate_left_wrist_t13p20.mp4,0.2,0.7867,left_wrist,punch_candidate,0.929975,0,0.0,kick,roundhouse_kick,round_kicks,0.694039,0.262387,0.20983,-0.107328,-0.058224,0.647156,0.539828,0.730358,0.631571,0.107328,0.098787,0.174829,0.089956,0.071946,-0.048377,0.017777,0.613066,0.560138,0.680938,0.654821,0.052929,0.026117,0.618914,0.181857,0.14542,-0.129742,-0.048292,0.691188,0.561446,0.659857,0.605134,0.129742,0.054723,0.207371,0.078539,0.062821,-0.05934,-0.009084,0.643128,0.583789,0.639956,0.630871,0.05934,0.009084,0.791102,0.342348,0.273761,-0.257883,-0.040722,0.749343,0.49146,0.933125,0.888008,0.257883,0.045117,1.745838,0.832379,0.665745,-0.037512,-0.033097,0.599055,0.506088,0.933081,0.593664,0.092967,0.339417,0.754722,0.305312,0.244137,-0.211461,-0.095252,0.713239,0.501778,0.843731,0.748479,0.211461,0.095252,0.938206,0.475297,0.380142,-0.069179,-0.01687,0.611302,0.542123,0.797703,0.60902,0.069179,0.188683,0.430242,0.188072,0.150398,-0.137787,-0.042969,0.691543,0.553756,0.741996,0.697598,0.137787,0.044398,0.302474,0.145597,0.11645,-0.093768,-0.055187,0.658604,0.564836,0.738804,0.681317,0.093768,0.057487,0.405445,0.146776,0.117373,-0.111349,-0.026898,0.694992,0.583643,0.568417,0.541519,0.111349,0.026898,0.174833,0.070974,0.056769,-0.05558,-0.006899,0.6539,0.59832,0.569117,0.562218,0.05558,0.006899
Kicking Session with Spin and Backkick.mp4,single_athlete_training,23,data\processed\clips\Kicking Session with Spin and Backkick\event_023_punch_candidate_left_wrist_t31p99.mp4,0.5999,0.9756,left_wrist,punch_candidate,0.877067,0,0.0,kick,roundhouse_kick,round_kicks,1.058412,0.451089,0.541179,-0.196343,-0.012082,0.677142,0.480799,0.656897,0.473009,0.196343,0.183888,0.823616,0.335736,0.40283,-0.111485,-0.048638,0.612125,0.50064,0.70196,0.537248,0.111485,0.164712,0.900948,0.279896,0.335833,-0.203854,-0.097737,0.719978,0.516124,0.667312,0.523082,0.203854,0.144229,0.374668,0.189964,0.227922,-0.110985,-0.024827,0.642041,0.531056,0.648699,0.573944,0.110985,0.074755,0.908132,0.492353,0.590765,-0.251916,0.011251,0.798818,0.460198,0.949979,0.792889,0.33862,0.15709,0.477212,0.183262,0.219895,-0.059308,-0.017939,0.641225,0.553076,0.947018,0.870576,0.088149,0.076442,0.769655,0.345377,0.414392,-0.221023,-0.063967,0.752449,0.48651,0.859184,0.733376,0.265939,0.125809,0.24638,0.087694,0.105217,-0.086072,-0.004832,0.627239,0.541167,0.816558,0.787501,0.086072,0.029057,0.435829,0.182321,0.218749,-0.181171,-0.076375,0.708101,0.52693,0.764057,0.683011,0.181171,0.081046,0.365098,0.156838,0.188178,-0.138362,-0.070778,0.675195,0.536833,0.761635,0.673999,0.138362,0.087637,0.443424,0.15702,0.18839,-0.173114,-0.05871,0.712115,0.539002,0.587899,0.529189,0.173114,0.05871,0.261285,0.121909,0.146272,-0.112585,-0.047296,0.665272,0.552687,0.589824,0.542528,0.112585,0.047296
Kicking Session with Spin and Backkick.mp4,single_athlete_training,25,data\processed\clips\Kicking Session with Spin and Backkick\event_025_punch_candidate_left_wrist_t44p19.mp4,0.2,0.6709,left_wrist,punch_candidate,0.857925,0,0.0,kick,roundhouse_kick,round_kicks,0.631306,0.356992,0.28549,-0.078984,0.036151,0.658794,0.57981,0.687363,0.533672,0.078984,0.153691,0.816578,0.421425,0.33702,-0.133854,-0.015139,0.691668,0.527805,0.666396,0.526031,0.163863,0.140365,0.262798,0.153355,0.122641,-0.039597,0.012988,0.661124,0.621527,0.664093,0.611965,0.039597,0.052127,0.627531,0.269781,0.21574,-0.153556,-0.037125,0.725265,0.571709,0.651331,0.569571,0.153556,0.08176,1.102529,0.417786,0.334172,-0.074245,-0.292485,0.617979,0.543734,0.95692,0.64926,0.074245,0.307661,0.92938,0.477896,0.38214,-0.315873,-0.13542,0.799994,0.484122,0.945442,0.806645,0.315873,0.138796,0.53676,0.303763,0.242936,-0.054845,-0.194036,0.644274,0.589429,0.815187,0.617742,0.054845,0.197444,0.686687,0.3652,0.292031,-0.202157,-0.152691,0.749406,0.547248,0.83844,0.685749,0.202157,0.152691,0.224062,0.115139,0.092088,-0.053007,-0.062347,0.697697,0.644689,0.748351,0.686004,0.053007,0.062347,0.335052,0.193595,0.15483,-0.120293,-0.07654,0.743193,0.622901,0.746654,0.670115,0.120293,0.07654,0.215311,0.078517,0.062788,-0.016968,0.053053,0.679107,0.660344,0.615585,0.562532,0.018763,0.053053,0.340657,0.13466,0.107686,-0.101735,0.004371,0.721379,0.619644,0.57246,0.560847,0.101735,0.011613
Kicking Session with Spin and Backkick.mp4,single_athlete_training,26,data\processed\clips\Kicking Session with Spin and Backkick\event_026_punch_candidate_left_wrist_t52p39.mp4,0.1999,0.6658,left_wrist,punch_candidate,0.839125,0,0.0,kick,roundhouse_kick,round_kicks,0.769227,0.284436,0.227523,0.078981,0.109733,0.685715,0.594266,0.745782,0.608215,0.091449,0.137568,0.708463,0.278973,0.223172,0.181372,0.083677,0.747621,0.566249,0.701905,0.603552,0.181372,0.098352,0.174726,0.089696,0.07174,0.064011,-0.000571,0.690382,0.625688,0.651534,0.639307,0.064694,0.012227,0.411987,0.184988,0.147981,0.143595,0.02683,0.740894,0.597299,0.620384,0.591665,0.143595,0.028719,0.59254,0.254371,0.203437,0.201662,0.000573,0.772342,0.57068,0.966818,0.954829,0.201662,0.011989,0.381187,0.125029,0.100016,0.053935,0.057395,0.681345,0.62313,0.95648,0.89687,0.058214,0.05961,0.327327,0.18243,0.145921,0.144371,0.013646,0.724715,0.580345,0.849594,0.835358,0.144371,0.014236,0.296013,0.137879,0.110287,0.10429,0.022796,0.68802,0.58373,0.836525,0.811239,0.10429,0.025286,0.179343,0.117185,0.09373,0.092358,-0.011725,0.699109,0.606751,0.728591,0.716101,0.092358,0.012489,0.210373,0.142921,0.114322,0.114056,0.007364,0.703624,0.589568,0.714804,0.707439,0.114056,0.007364,0.124633,0.080928,0.064733,0.027705,-0.037505,0.691335,0.659707,0.566656,0.526092,0.031628,0.040563,0.18901,0.114009,0.091198,0.089106,-0.008437,0.716349,0.627243,0.545933,0.536821,0.089106,0.009112
Kicking Session with Spin and Backkick.mp4,single_athlete_training,30,data\processed\clips\Kicking Session with Spin and Backkick\event_030_punch_candidate_left_wrist_t62p79.mp4,0.2,0.8034,left_wrist,punch_candidate,0.85365,0,0.0,kick,spinninghook_kick,spinning_kicks,0.669854,0.38128,0.304957,-0.089606,0.056613,0.74947,0.64795,0.711098,0.544348,0.101519,0.16675,0.473101,0.285709,0.228528,-0.070674,0.05964,0.69513,0.624456,0.681934,0.549233,0.070674,0.132701,0.629707,0.299137,0.239247,-0.097744,0.043939,0.777927,0.643133,0.689902,0.595851,0.134794,0.094051,0.332842,0.235944,0.188725,-0.110656,0.046354,0.715344,0.604688,0.682556,0.587134,0.110656,0.095422,0.85029,0.370801,0.296556,-0.166164,-0.079285,0.784439,0.618275,0.953191,0.836235,0.166164,0.116955,1.800201,0.571061,0.456838,-0.265618,-0.319561,0.750214,0.484597,0.934738,0.615176,0.265618,0.319561,0.403303,0.244545,0.195595,-0.081537,-0.108372,0.714534,0.632997,0.841145,0.732773,0.081537,0.108372,0.962125,0.32304,0.258422,-0.150411,-0.186748,0.718541,0.56813,0.825574,0.6313,0.150411,0.194274,0.46353,0.205718,0.164545,-0.11029,-0.056755,0.773785,0.660405,0.753616,0.679019,0.11338,0.074596,0.426058,0.196092,0.156856,-0.131756,-0.060847,0.757896,0.626141,0.753438,0.681854,0.131756,0.071584,0.370471,0.210513,0.168376,-0.065517,0.068408,0.754748,0.661366,0.628699,0.560045,0.093382,0.068655,0.254585,0.152942,0.122339,-0.09218,0.047329,0.726608,0.634428,0.613918,0.565834,0.09218,0.048083
Kicking Session with Spin and Backkick.mp4,single_athlete_training,35,data\processed\clips\Kicking Session with Spin and Backkick\event_035_kick_candidate_right_ankle_t13p40.mp4,0.3999,0.9822,right_ankle,kick_candidate,0.91508,0,0.0,kick,roundhouse_kick,round_kicks,0.255355,0.106526,0.106516,0.013813,0.019671,0.563555,0.538144,0.682095,0.631571,0.025411,0.050524,0.223412,0.144315,0.144301,-0.09071,-0.033196,0.613066,0.522356,0.680938,0.621625,0.09071,0.059312,0.141164,0.052965,0.052961,0.011011,-0.001368,0.591239,0.561446,0.613347,0.603766,0.029792,0.009581,0.207371,0.100372,0.100368,-0.096398,-0.018914,0.633016,0.536619,0.631266,0.611975,0.096398,0.019291,0.444766,0.237106,0.237068,0.010589,-0.001199,0.601856,0.49146,0.933125,0.888008,0.110395,0.045117,1.745838,0.704811,0.704656,-0.044719,-0.013123,0.599055,0.506088,0.930228,0.593664,0.092967,0.336564,0.367653,0.185139,0.185102,0.017115,-0.014196,0.586713,0.501778,0.803343,0.748479,0.084935,0.054864,0.938206,0.390773,0.390687,-0.048509,0.009106,0.591673,0.542123,0.802905,0.60902,0.04955,0.193885,0.164342,0.094707,0.094691,-0.037049,-0.012099,0.617883,0.553756,0.701162,0.6855,0.064127,0.015662,0.302474,0.093777,0.093768,-0.085453,-0.014384,0.636528,0.551075,0.706547,0.681317,0.085453,0.02523,0.113101,0.055593,0.055586,-0.03035,-0.019459,0.616649,0.578019,0.550279,0.528193,0.03863,0.022087,0.178338,0.102866,0.102859,-0.09977,-0.02024,0.646518,0.546749,0.564941,0.544701,0.09977,0.02024
Kicking Session with Spin and Backkick.mp4,single_athlete_training,36,data\processed\clips\Kicking Session with Spin and Backkick\event_036_kick_candidate_right_ankle_t22p00.mp4,0.3999,0.9179,right_ankle,kick_candidate,0.8506,0,0.0,kick,roundhouse_kick,round_kicks,0.291776,0.172095,0.172044,-0.004331,0.068266,0.591045,0.535472,0.662066,0.572801,0.055574,0.089265,0.397668,0.153172,0.153111,-0.019967,0.000754,0.574225,0.533032,0.663292,0.59455,0.041193,0.068742,0.27341,0.126243,0.126208,-0.001253,-0.026887,0.614506,0.555987,0.64038,0.608151,0.058519,0.032229,0.165892,0.072465,0.072438,-0.014043,-0.011629,0.58303,0.558106,0.620367,0.583895,0.024924,0.036472,0.188453,0.070829,0.070817,0.050366,-0.010142,0.599721,0.548756,0.944538,0.927966,0.050965,0.016572,1.387764,0.535276,0.535063,0.170117,0.285102,0.564143,0.394026,0.932569,0.647467,0.170117,0.285102,0.095515,0.050801,0.050788,0.025529,-0.016854,0.577577,0.552048,0.838313,0.814333,0.025529,0.023981,0.671391,0.303379,0.303264,0.088644,0.164946,0.562258,0.473614,0.817436,0.65249,0.088644,0.164946,0.145208,0.073489,0.07348,0.015787,-0.018799,0.581206,0.548177,0.713039,0.683462,0.033029,0.029576,0.098592,0.051875,0.051859,0.018285,0.035273,0.561212,0.538603,0.697013,0.66174,0.022609,0.035273,0.224532,0.097426,0.0974,-0.046735,-0.056676,0.64552,0.584905,0.586647,0.529237,0.060615,0.05741,0.121915,0.050935,0.050926,-0.030059,-0.019087,0.604224,0.574165,0.550873,0.523244,0.030059,0.027629
Kicking Session with Spin and Backkick.mp4,single_athlete_training,37,data\processed\clips\Kicking Session with Spin and Backkick\event_037_kick_candidate_right_ankle_t37p19.mp4,0.4,0.9249,right_ankle,kick_candidate,0.84254,0,0.0,kick,roundhouse_kick,round_kicks,0.433421,0.222036,0.221968,-0.079028,0.040653,0.669148,0.551737,0.693159,0.604503,0.117411,0.088656,0.431318,0.1801,0.180043,-0.012217,0.149446,0.577633,0.525413,0.653173,0.503727,0.05222,0.149446,0.267124,0.148824,0.148784,-0.081669,0.023927,0.692475,0.583608,0.650363,0.617246,0.108867,0.033117,0.13465,0.074731,0.074711,-0.011439,0.044889,0.599468,0.565244,0.615097,0.570208,0.034224,0.044889,1.537796,0.629977,0.62981,-0.031765,0.001102,0.60706,0.497746,0.956523,0.665508,0.109314,0.291015,0.688242,0.412377,0.412291,-0.042249,0.022931,0.652341,0.492218,0.942579,0.821104,0.160123,0.121475,0.596483,0.26301,0.262943,-0.018664,0.013183,0.600413,0.55664,0.831543,0.704809,0.043772,0.126735,0.47327,0.234655,0.234628,-0.0139,0.014309,0.605798,0.523938,0.810779,0.725487,0.081861,0.085292,0.216938,0.110797,0.110766,-0.067204,-0.018624,0.669796,0.585418,0.737864,0.712359,0.084378,0.025505,0.210342,0.103952,0.103922,-0.060154,-0.031299,0.651607,0.57374,0.735264,0.70147,0.077868,0.033794,0.130834,0.085517,0.085498,-0.051329,-0.005111,0.672364,0.621035,0.571591,0.544738,0.051329,0.026852,0.101463,0.051926,0.05191,-0.027357,-0.0014,0.630438,0.596147,0.56677,0.552159,0.034291,0.014611
Kicking Session with Spin and Backkick.mp4,single_athlete_training,38,data\processed\clips\Kicking Session with Spin and Backkick\event_038_kick_candidate_right_ankle_t41p59.mp4,0.9997,0.9723,right_ankle,kick_candidate,0.865287,0,0.0,kick,roundhouse_kick,round_kicks,0.283869,0.147573,0.236065,0.149884,0.075796,0.709914,0.543318,0.731653,0.639772,0.166596,0.091881,0.371217,0.130876,0.209351,0.052628,0.004993,0.675794,0.589635,0.709832,0.63195,0.086159,0.077882,0.238766,0.127328,0.203678,0.131866,0.039801,0.723708,0.571697,0.658049,0.597132,0.152012,0.060917,0.192049,0.099124,0.158576,0.045105,-0.01924,0.693717,0.613847,0.64246,0.609329,0.079871,0.033132,0.383833,0.1969,0.31497,0.151129,0.030888,0.75292,0.534985,0.943041,0.877678,0.217934,0.065364,2.353545,0.84779,1.356276,0.088274,-0.051911,0.67963,0.463526,0.974175,0.515313,0.216104,0.458862,0.428125,0.156137,0.249757,0.153855,0.067273,0.710244,0.549684,0.82086,0.744524,0.16056,0.076336,1.375298,0.487901,0.78053,0.092094,-0.025875,0.678991,0.530629,0.82872,0.554513,0.148362,0.274207,0.258274,0.130256,0.208362,0.076819,-0.01226,0.695467,0.569181,0.716024,0.67546,0.126286,0.040564,0.386666,0.144981,0.231929,0.047664,-0.038201,0.682408,0.586958,0.732987,0.661325,0.09545,0.071662,0.347311,0.104411,0.167008,0.098355,0.017972,0.729129,0.605625,0.565416,0.527841,0.123505,0.037575,0.223866,0.084534,0.135235,0.042776,-0.011842,0.706027,0.632088,0.553986,0.532315,0.07394,0.021671
Kicking Session with Spin and Backkick.mp4,single_athlete_training,39,data\processed\clips\Kicking Session with Spin and Backkick\event_039_kick_candidate_right_ankle_t44p19.mp4,1.3997,0.9708,right_ankle,kick_candidate,0.85076,0,0.0,kick,roundhouse_kick,round_kicks,0.631306,0.29405,0.58795,0.035244,0.061945,0.746621,0.57981,0.742154,0.533672,0.166811,0.208482,0.816578,0.287962,0.575755,0.054106,0.036533,0.745774,0.527805,0.719966,0.526031,0.217969,0.193935,0.284876,0.153985,0.307895,0.056151,-0.025788,0.735441,0.617562,0.664093,0.611965,0.11788,0.052127,0.627531,0.219858,0.439587,0.038037,-0.01603,0.763302,0.571709,0.651331,0.569571,0.191593,0.08176,1.102529,0.441876,0.883641,0.209389,0.03391,0.827368,0.543734,0.987554,0.64926,0.283634,0.338294,1.197233,0.555916,1.111557,0.032728,0.014512,0.832723,0.484122,0.966805,0.711626,0.348601,0.25518,0.53676,0.316085,0.632039,0.102962,0.038477,0.747236,0.587398,0.861546,0.617742,0.159838,0.243804,0.794663,0.388739,0.777257,0.025452,0.010231,0.774857,0.543179,0.848671,0.658878,0.231679,0.189793,0.235124,0.137716,0.275363,0.063739,-0.015737,0.761435,0.631394,0.748351,0.686004,0.130042,0.062347,0.335052,0.18429,0.368484,0.026047,-0.022136,0.76924,0.608949,0.746654,0.670115,0.160291,0.07654,0.232885,0.106984,0.21393,0.059254,-0.0434,0.736566,0.653031,0.615585,0.519132,0.083536,0.096453,0.340657,0.145847,0.291622,0.039451,-0.038313,0.76083,0.617038,0.57246,0.525318,0.143792,0.047142
Kicking Session with Spin and Backkick.mp4,single_athlete_training,40,data\processed\clips\Kicking Session with Spin and Backkick\event_040_kick_candidate_right_ankle_t48p79.mp4,0.3999,0.9724,right_ankle,kick_candidate,0.86534,0,0.0,kick,roundhouse_kick,round_kicks,0.335973,0.19548,0.195459,0.13123,0.031208,0.685485,0.554255,0.678446,0.606213,0.13123,0.072233,0.630747,0.269179,0.269172,0.001535,-0.040247,0.662977,0.596535,0.709182,0.586733,0.066442,0.122449,0.375913,0.162749,0.162727,0.136517,0.008915,0.720587,0.584069,0.646309,0.598596,0.136517,0.047713,0.325396,0.142599,0.142596,-0.001755,-0.034353,0.673265,0.627084,0.643241,0.581584,0.046181,0.061657,1.485576,0.484385,0.484371,0.222494,0.353941,0.739835,0.517341,0.97874,0.624799,0.222494,0.353941,1.52096,0.695881,0.695763,0.081341,-0.003137,0.667318,0.494036,0.956669,0.662054,0.173283,0.294615,0.757914,0.334917,0.3349,0.158353,0.215223,0.720749,0.562396,0.876844,0.639482,0.158353,0.237362,0.677037,0.35413,0.354104,0.074934,0.02126,0.664079,0.560952,0.836247,0.678633,0.103127,0.157614,0.322411,0.170798,0.170788,0.100813,0.048617,0.707222,0.594848,0.741976,0.665633,0.112374,0.076343,0.208664,0.122861,0.122855,0.034754,-0.000685,0.674567,0.607905,0.735451,0.702389,0.066661,0.033062,0.316106,0.122085,0.122071,0.095093,-0.020693,0.718323,0.62323,0.554657,0.51245,0.095093,0.042208,0.195573,0.062066,0.062065,0.01166,-0.02966,0.682146,0.658445,0.558671,0.521386,0.023701,0.037285
Kicking Session with Spin and Backkick.mp4,single_athlete_training,41,data\processed\clips\Kicking Session with Spin and Backkick\event_041_kick_candidate_right_ankle_t52p19.mp4,0.2,0.8444,right_ankle,kick_candidate,0.840275,0,0.0,kick,roundhouse_kick,round_kicks,0.769227,0.357189,0.285725,0.050637,0.160638,0.685715,0.594266,0.745782,0.53891,0.091449,0.206872,0.708463,0.248692,0.198946,0.117276,0.048581,0.68049,0.563214,0.701905,0.603552,0.117276,0.098352,0.174726,0.12209,0.097655,0.048427,0.028421,0.690382,0.625688,0.651534,0.614802,0.064694,0.036732,0.411987,0.148699,0.11895,0.096406,0.010404,0.693586,0.59718,0.620384,0.591665,0.096406,0.028719,0.59254,0.197217,0.157714,0.154573,-0.017724,0.719242,0.56467,0.972553,0.954829,0.154573,0.017724,1.132054,0.396757,0.317398,0.215369,0.212431,0.681345,0.465975,0.95648,0.733885,0.215369,0.222596,0.233311,0.112415,0.089909,0.08916,-0.004166,0.660795,0.571635,0.839623,0.835358,0.08916,0.004265,0.72804,0.298003,0.238386,0.15199,0.151416,0.670585,0.518594,0.836525,0.681012,0.15199,0.155513,0.179343,0.090502,0.072384,0.069077,-0.005842,0.665428,0.596351,0.728591,0.716101,0.069077,0.012489,0.210373,0.132376,0.105886,0.088812,0.03321,0.662302,0.57349,0.711839,0.67863,0.088812,0.03321,0.124633,0.069961,0.055959,0.002502,-0.050077,0.67175,0.659707,0.57617,0.526092,0.012043,0.050077,0.177427,0.072408,0.057917,0.054558,-0.012256,0.678553,0.623995,0.549077,0.536821,0.054558,0.012256
